n,r,m
"(:Node:KONSEP_HUKUM_ADAT {name: uye, id: uye})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 413, confidence: MED}]","(:Node:KONSEP_HUKUM_ADAT {name: sasih katiga, id: sasih_katiga})"
"(:Node:SARANA_RITUAL {name: waja, id: waja})","[:BAGIAN_DARI {raw_relation: BAGIAN_DARI, sentence_id: 3559, confidence: HIGH}]","(:Node:SARANA_RITUAL {name: panca datu, MEMILIKI: [daya mistik-religius], id: panca_datu, DIPAKAI_UNTUK: [memohon kepada hyang widhi restu panca dewata]})"
"(:Node:KONSEP_HUKUM_ADAT {name: wayang, id: wayang})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 414, confidence: MED}]","(:Node:KONSEP_HUKUM_ADAT {name: sasih kadasa, id: sasih_kadasa})"
"(:Node:KONSEP_HUKUM_ADAT {name: wayang, id: wayang})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 414, confidence: MED}]","(:Node:KONSEP_HUKUM_ADAT {name: sasih kapat, id: sasih_kapat})"
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {name: wilayah, definition: kantongnya segala sesuatu yang didetasering di dunia ini, id: wilayah})",null,null
"(:Node:KONSEP_HUKUM_ADAT {name: wuku kuningan, id: wuku_kuningan})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 411, confidence: LOW}]","(:Node:KONSEP_HUKUM_ADAT {name: sasih kapitu, id: sasih_kapitu})"
"(:Node:KONSEP_HUKUM_ADAT {name: wuku kuningan, id: wuku_kuningan})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 411, confidence: MED}]","(:Node:KONSEP_HUKUM_ADAT {name: sasih kasa, id: sasih_kasa})"
"(:Node:KONSEP_FILOSOFIS {HARUS_DIRASAKAN_SEBAGAI: [beban bagi pemikulnya], name: yadnya, id: yadnya, BERDASARKAN: [keikhlasan hati, kemulusan, kesungguhan, penuh kesanggupan]})","[:BERPERAN_SEBAGAI {raw_relation: BERPERAN_SEBAGAI, sentence_id: 1289, confidence: HIGH}]","(:Node:KONSEP_HUKUM_ADAT {BERTUJUAN_UNTUK: [mamari-suddha ( menyucikan ) dunia ini], name: swadharma, id: swadharma})"
"(:Node:TIRTHA_SUCI {aliases: [toya penembak], name: yeh panembak, definition: sarana penyucian jenazah yang digunakan oleh penganut sekte paksa surya, id: yeh_panembak})","[:DILETAKKAN_DI {raw_relation: DILETAKKAN_DI, sentence_id: 1898, confidence: HIGH}]","(:Node:BANGUNAN_RITUAL {aliases: [tempat pamrajan], name: pamrajan, id: pamrajan})"
"(:Node:TIRTHA_SUCI {aliases: [toya penembak], name: yeh panembak, definition: sarana penyucian jenazah yang digunakan oleh penganut sekte paksa surya, id: yeh_panembak})","[:DIGUNAKAN_PADA {raw_relation: DIGUNAKAN_PADA, sentence_id: 1898, confidence: MED}]","(:Node:RITUAL_KEMATIAN {aliases: [pangabenan jenis masing-masing], TERDIRI_DARI: [berbagai jenis], name: pangabenan, DIGELAR: [hari kamis], MEMILIKI: [nama sendiri-sendiri], id: pangabenan, DINILAI_SEBAGAI: [tingkat utama]})"
"(:Node:SARANA_RITUAL {MUSNAH: [melalui ritual amrethi karana], aliases: [abu abu kekototan kekotoran, abu seluruhnya, abu suku tunggal, abu tulang], DIHANYUTKAN_KE: [sungai], DIMASUKKAN_KE_DALAM: [klungah nyuh gading yang dikasturi dan disukutunggalkan], name: abu, MENJADI: [mahabutha yang suci], BERUBAH_DARI: [bekas benda badan linggasarira], id: abu})","[:DIMASUKKAN_KE_DALAM {raw_relation: DIMASUKKAN_KE_DALAM, sentence_id: 1221, confidence: MED}]","(:Node:SARANA_RITUAL {name: klungah nyuh gading/suku tunggal, id: klungah_nyuh_gading_suku_tunggal})"
"(:Node:SARANA_RITUAL {MUSNAH: [melalui ritual amrethi karana], aliases: [abu abu kekototan kekotoran, abu seluruhnya, abu suku tunggal, abu tulang], DIHANYUTKAN_KE: [sungai], DIMASUKKAN_KE_DALAM: [klungah nyuh gading yang dikasturi dan disukutunggalkan], name: abu, MENJADI: [mahabutha yang suci], BERUBAH_DARI: [bekas benda badan linggasarira], id: abu})","[:DIGILING_DI_ATAS {raw_relation: DIGILING_DI_ATAS, sentence_id: 2947, confidence: MED}]","(:Node:SARANA_RITUAL {name: sesenden, id: sesenden})"
"(:Node:SARANA_RITUAL {MUSNAH: [melalui ritual amrethi karana], aliases: [abu abu kekototan kekotoran, abu seluruhnya, abu suku tunggal, abu tulang], DIHANYUTKAN_KE: [sungai], DIMASUKKAN_KE_DALAM: [klungah nyuh gading yang dikasturi dan disukutunggalkan], name: abu, MENJADI: [mahabutha yang suci], BERUBAH_DARI: [bekas benda badan linggasarira], id: abu})","[:DISUGUHKAN {raw_relation: DISUGUHKAN, sentence_id: 974, confidence: MED}]","(:Node:SARANA_RITUAL {name: sesaji sederhana, id: sesaji_sederhana})"
"(:Node:SARANA_RITUAL {DIDUDUKKAN_DI: [tempat yang telah ditentukan], aliases: [adegan dan pengawak], DIBAWA_MENGHADAP: [pendeta], BERADA_DI: [balai adat], DIJADIKAN: [unsur arak-arakan indah oleh pemudi-pemudi keluarga bersangkutan], DIAMBIL_OLEH: [keluarga yang ngaben], BERALASKAN: [bakul kecil atau pangkon], DISISIPI: [awak-awakaning sawa yang terbuat dari sebilah papan cendana atau majagau tipis], TERBUAT_DARI: [daun rontal], DIBERI: [perjamuan lain, sajen], MELAKUKAN: [sembah bakti], name: adegan, id: adegan})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 1747, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: ruang paturon di samping jenazah, id: ruang_paturon_di_samping_jenazah})"
"(:Node:SARANA_RITUAL {DIDUDUKKAN_DI: [tempat yang telah ditentukan], aliases: [adegan dan pengawak], DIBAWA_MENGHADAP: [pendeta], BERADA_DI: [balai adat], DIJADIKAN: [unsur arak-arakan indah oleh pemudi-pemudi keluarga bersangkutan], DIAMBIL_OLEH: [keluarga yang ngaben], BERALASKAN: [bakul kecil atau pangkon], DISISIPI: [awak-awakaning sawa yang terbuat dari sebilah papan cendana atau majagau tipis], TERBUAT_DARI: [daun rontal], DIBERI: [perjamuan lain, sajen], MELAKUKAN: [sembah bakti], name: adegan, id: adegan})","[:ADALAH {raw_relation: ADALAH, sentence_id: 1461, confidence: MED}]","(:Node:SARANA_RITUAL {name: alat upakara, id: alat_upakara})"
"(:Node:SARANA_RITUAL {DIDUDUKKAN_DI: [tempat yang telah ditentukan], aliases: [adegan dan pengawak], DIBAWA_MENGHADAP: [pendeta], BERADA_DI: [balai adat], DIJADIKAN: [unsur arak-arakan indah oleh pemudi-pemudi keluarga bersangkutan], DIAMBIL_OLEH: [keluarga yang ngaben], BERALASKAN: [bakul kecil atau pangkon], DISISIPI: [awak-awakaning sawa yang terbuat dari sebilah papan cendana atau majagau tipis], TERBUAT_DARI: [daun rontal], DIBERI: [perjamuan lain, sajen], MELAKUKAN: [sembah bakti], name: adegan, id: adegan})","[:ADALAH {raw_relation: ADALAH, sentence_id: 1717, confidence: HIGH}]","(:Node:KONSEP_FILOSOFIS {aliases: [tempat atma mendiang], LEPAS_BEBAS_DARI: [badan], name: atma, definition: Roh atau jiwa yang menghidupkan makhluk hidup., id: atma})"
"(:Node:SARANA_RITUAL {DIDUDUKKAN_DI: [tempat yang telah ditentukan], aliases: [adegan dan pengawak], DIBAWA_MENGHADAP: [pendeta], BERADA_DI: [balai adat], DIJADIKAN: [unsur arak-arakan indah oleh pemudi-pemudi keluarga bersangkutan], DIAMBIL_OLEH: [keluarga yang ngaben], BERALASKAN: [bakul kecil atau pangkon], DISISIPI: [awak-awakaning sawa yang terbuat dari sebilah papan cendana atau majagau tipis], TERBUAT_DARI: [daun rontal], DIBERI: [perjamuan lain, sajen], MELAKUKAN: [sembah bakti], name: adegan, id: adegan})","[:DIUSUNG {raw_relation: DIUSUNG, sentence_id: 1514, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: setra tempat jasad mendiang, id: setra_tempat_jasad_mendiang})"
"(:Node:SARANA_RITUAL {DIDUDUKKAN_DI: [tempat yang telah ditentukan], aliases: [adegan dan pengawak], DIBAWA_MENGHADAP: [pendeta], BERADA_DI: [balai adat], DIJADIKAN: [unsur arak-arakan indah oleh pemudi-pemudi keluarga bersangkutan], DIAMBIL_OLEH: [keluarga yang ngaben], BERALASKAN: [bakul kecil atau pangkon], DISISIPI: [awak-awakaning sawa yang terbuat dari sebilah papan cendana atau majagau tipis], TERBUAT_DARI: [daun rontal], DIBERI: [perjamuan lain, sajen], MELAKUKAN: [sembah bakti], name: adegan, id: adegan})","[:BERWUJUD {raw_relation: BERWUJUD, sentence_id: 1688, confidence: MED}]","(:Node:SARANA_RITUAL {name: cili, id: cili, TERBUAT_DARI: [rontal dilapisi kertas emas]})"
"(:Node:ISTILAH_UMUM_RITUAL {name: amrethi karana, id: amrethi_karana})","[:DILAKUKAN_DENGAN {raw_relation: DILAKUKAN_DENGAN, sentence_id: 4212, confidence: LOW}]","(:Node:KONSEP_FILOSOFIS {name: mengucurkan tirtha amertha dalam diri, id: mengucurkan_tirtha_amertha_dalam_diri})"
"(:Node:SARANA_RITUAL {MENGHILANGKAN: [bau busuk], name: anget-angetan, id: anget_angetan, BERMAKNA: [agar orang yang meninggal dapat numitis lagi dan terhindar dari penyakit, serta memiliki budi pekerti dan pikiran yang baik]})","[:DISEMBURKAN_PADA {raw_relation: DISEMBURKAN_PADA, sentence_id: 3165, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: hulu hati jenazah, id: hulu_hati_jenazah})"
"(:Node:SARANA_RITUAL {MENGHILANGKAN: [bau busuk], name: anget-angetan, id: anget_angetan, BERMAKNA: [agar orang yang meninggal dapat numitis lagi dan terhindar dari penyakit, serta memiliki budi pekerti dan pikiran yang baik]})","[:DISEMBURKAN_SAAT {raw_relation: DISEMBURKAN_SAAT, sentence_id: 3165, confidence: MED}]","(:Node:TAHAPAN_UPACARA {name: upacara ngelelet, id: upacara_ngelelet})"
"(:Node:SARANA_RITUAL {name: anggapan ani-ani atau ketam, id: anggapan_ani_ani_atau_ketam})",[:TERMASUK_JENIS],"(:Node:SARANA_RITUAL {name: anggapan, definition: pisau khusus yang digunakan untuk memotong padi pada masa lalu, id: anggapan, MELAMBANGKAN: [kesuburan]})"
"(:Node:SARANA_RITUAL {name: anggapan ani-ani atau ketam, id: anggapan_ani_ani_atau_ketam})","[:ADALAH {raw_relation: ADALAH, sentence_id: 3591, confidence: LOW}]","(:Node:ENTITAS_KEAGAMAAN {name: simbol dewi sri, id: simbol_dewi_sri})"
"(:Node:SARANA_RITUAL:Isolated {name: ante, id: ante, TERBUAT_DARI: [bilahan-bilahan bambu]})",null,null
"(:Node:SARANA_RITUAL:Isolated {name: arit gobed, definition: sabit kecil untuk memotong rumput, id: arit_gobed, MELAMBANGKAN: [keperkasaan seorang laki-laki]})",null,null
"(:Node:ENTITAS_KEAGAMAAN:Isolated {MEMANAH: [tanah di samping rsi bisma], name: arjuna, id: arjuna})",null,null
"(:Node:RITUAL_KEMATIAN:Isolated {name: asti wedana, definition: upacara pembakaran tulang belulang yang digali kembali dari kuburan sesuai aturan adat setempat, id: asti_wedana})",null,null
"(:Node:RITUAL_KEMATIAN {name: atiwa-tiwa, id: atiwa_tiwa})","[:BAGIAN_DARI {raw_relation: BAGIAN_DARI, sentence_id: 271, confidence: MED}]","(:Node:RITUAL_KEMATIAN {DITUJUKAN_UNTUK: [jenazah yang telah lama terkubur/terpendam, jenazah yang terlalu jauh dari jangkauan kita], name: ngaben svasta, definition: pelaksanaan atiwa-tiwa terhadap orang yang telah meninggal yang jenazahnya tidak mungkin ditemukan kembali, id: ngaben_svasta})"
"(:Node:RITUAL_KEMATIAN {name: atiwa-tiwa, id: atiwa_tiwa})","[:ADALAH {raw_relation: ADALAH, sentence_id: 271, confidence: HIGH}]","(:Node:RITUAL_KEMATIAN {aliases: [recadana, tirta yadnya pranawa], MENGGUNAKAN: [kayu cendana dan aksara sakral sebagai simbol pengganti jasad], DIMASUKKAN_KE_DALAM: [periuk], name: swasta, definition: upacara yang dilakukan jika jenazah tidak ditemukan atau meninggal di perantauan, id: swasta})"
"(:Node:RITUAL_KEMATIAN {name: atiwa-tiwa asti vedana, id: atiwa_tiwa_asti_vedana})",[:TERMASUK_JENIS],"(:Node:RITUAL_KEMATIAN {name: atiwa-tiwa, id: atiwa_tiwa})"
"(:Node:KONSEP_FILOSOFIS {MEWUJUDKAN: [sanghyang ongkara dan tri aksara dalam diri yang berstana dalam bathin], name: atma lingga, id: atma_lingga})",[:TERMASUK_JENIS],"(:Node:KONSEP_FILOSOFIS {aliases: [tempat atma mendiang], LEPAS_BEBAS_DARI: [badan], name: atma, definition: Roh atau jiwa yang menghidupkan makhluk hidup., id: atma})"
"(:Node:KONSEP_FILOSOFIS {name: atma lingga-sarira, id: atma_lingga_sarira})",[:TERMASUK_JENIS],"(:Node:KONSEP_FILOSOFIS {aliases: [tempat atma mendiang], LEPAS_BEBAS_DARI: [badan], name: atma, definition: Roh atau jiwa yang menghidupkan makhluk hidup., id: atma})"
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {DILAKUKAN_DI: [rumah], name: ayaban, id: ayaban})",null,null
"(:Node:TAHAPAN_UPACARA:Isolated {name: ayaban upakara diuskamaligi, BERTUJUAN_AGAR: [leteh sawa tidak memancar ke luar dan tidak menghimbasi yang lain], id: ayaban_upakara_diuskamaligi})",null,null
"(:Node:SARANA_RITUAL {name: babelonyoh, id: babelonyoh})","[:DIOLESKAN_DI {raw_relation: DIOLESKAN_DI, sentence_id: 3599, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: dada jenazah, id: dada_jenazah})"
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {name: badan, BERSINAR_BAGAIKAN: [matahari], id: badan})",null,null
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {name: badan halus mendiang roh/arwah, MENJADI: [atma yang tanpa badan sama sekali], id: badan_halus_mendiang_roh_arwah})",null,null
"(:Node:SARANA_RITUAL {DILETAKKAN_DI: [sebelah hilir atau teben lembu, sebelah hilir lembu], aliases: [wadah], DITUJUKAN_UNTUK: [keluarga yang leluhurnya pernah menjadi punggawa dan pejabat yang sederajat], MENUNJUKKAN: [status sosial seseorang], name: bade, definition: usungan yang tanpa badawang, id: bade, MEMILIKI_TINGKAT: [sembilan, tujuh], DIPAKAI_UNTUK: [keluarga raja, raja-raja bawahan raja bali], MEMAKAI: [hiasan boma dan warna kapas terbatas], BERLAWANAN_DENGAN: [gerak pradaksina yang dilakukan pada upacara dewa yadnya di pura]})","[:ADALAH {raw_relation: ADALAH, sentence_id: 1982, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: bangunan untuk sawa, id: bangunan_untuk_sawa})"
"(:Node:SARANA_RITUAL {DILETAKKAN_DI: [sebelah hilir atau teben lembu, sebelah hilir lembu], aliases: [wadah], DITUJUKAN_UNTUK: [keluarga yang leluhurnya pernah menjadi punggawa dan pejabat yang sederajat], MENUNJUKKAN: [status sosial seseorang], name: bade, definition: usungan yang tanpa badawang, id: bade, MEMILIKI_TINGKAT: [sembilan, tujuh], DIPAKAI_UNTUK: [keluarga raja, raja-raja bawahan raja bali], MEMAKAI: [hiasan boma dan warna kapas terbatas], BERLAWANAN_DENGAN: [gerak pradaksina yang dilakukan pada upacara dewa yadnya di pura]})","[:DIPAKAI_UNTUK {raw_relation: DIPAKAI_UNTUK, sentence_id: 2000, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: jenazah raja bali, id: jenazah_raja_bali})"
"(:Node:SARANA_RITUAL {DILETAKKAN_DI: [sebelah hilir atau teben lembu, sebelah hilir lembu], aliases: [wadah], DITUJUKAN_UNTUK: [keluarga yang leluhurnya pernah menjadi punggawa dan pejabat yang sederajat], MENUNJUKKAN: [status sosial seseorang], name: bade, definition: usungan yang tanpa badawang, id: bade, MEMILIKI_TINGKAT: [sembilan, tujuh], DIPAKAI_UNTUK: [keluarga raja, raja-raja bawahan raja bali], MEMAKAI: [hiasan boma dan warna kapas terbatas], BERLAWANAN_DENGAN: [gerak pradaksina yang dilakukan pada upacara dewa yadnya di pura]})","[:BERPUTAR_DENGAN {raw_relation: BERPUTAR_DENGAN, sentence_id: 2380, confidence: MED}]","(:Node:TAHAPAN_UPACARA {name: cara prasawya, definition: berputar ke kiri, berlawanan dengan putaran jarum jam, id: cara_prasawya})"
"(:Node:SARANA_RITUAL {BAGIAN_DARI: [alat penting lainnya], name: bade dan lembu, MENJADI: [sarana yang benar-benar ""siap pakai"" hanya setelah diplaspas], id: bade_dan_lembu})",[:TERMASUK_JENIS],"(:Node:SARANA_RITUAL {DILETAKKAN_DI: [sebelah hilir atau teben lembu, sebelah hilir lembu], aliases: [wadah], DITUJUKAN_UNTUK: [keluarga yang leluhurnya pernah menjadi punggawa dan pejabat yang sederajat], MENUNJUKKAN: [status sosial seseorang], name: bade, definition: usungan yang tanpa badawang, id: bade, MEMILIKI_TINGKAT: [sembilan, tujuh], DIPAKAI_UNTUK: [keluarga raja, raja-raja bawahan raja bali], MEMAKAI: [hiasan boma dan warna kapas terbatas], BERLAWANAN_DENGAN: [gerak pradaksina yang dilakukan pada upacara dewa yadnya di pura]})"
"(:Node:ISTILAH_UMUM_RITUAL {name: balai-balai alas memandikan jenazah, id: balai_balai_alas_memandikan_jenazah})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {aliases: [balai-balai], name: bale-bale, id: bale_bale})"
"(:Node:SARANA_RITUAL {name: balai-balai bade, id: balai_balai_bade})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {aliases: [balai-balai], name: bale-bale, id: bale_bale})"
"(:Node:ISTILAH_UMUM_RITUAL {name: balai-balai khusus pemandian jenazah, id: balai_balai_khusus_pemandian_jenazah})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {aliases: [balai-balai], name: bale-bale, id: bale_bale})"
"(:Node:ISTILAH_UMUM_RITUAL {name: balai-balai tempat jenazah, id: balai_balai_tempat_jenazah})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {aliases: [balai-balai], name: bale-bale, id: bale_bale})"
"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})","[:TERBUAT_DARI {raw_relation: TERBUAT_DARI, sentence_id: 3333, confidence: HIGH}]","(:Node:SARANA_RITUAL {aliases: [atas galar], TERDIRI_DARI: [bilah-bilah bambu sebanyak 9 buah], name: galar, id: galar})"
"(:Node:BANGUNAN_RITUAL {name: bale adat, id: bale_adat})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})"
"(:Node:BANGUNAN_RITUAL {aliases: [balai-balai], name: bale-bale, id: bale_bale})","[:DILETAKKAN_DI {raw_relation: DILETAKKAN_DI, sentence_id: 3845, confidence: MED}]","(:Node:BANGUNAN_RITUAL {name: pura atau merajan, id: pura_atau_merajan})"
"(:Node:BANGUNAN_RITUAL {aliases: [balai-balai], name: bale-bale, id: bale_bale})","[:ADALAH {raw_relation: ADALAH, sentence_id: 3802, confidence: HIGH}]","(:Node:BANGUNAN_RITUAL {aliases: [ruang bale semanggen], name: bale semanggen, id: bale_semanggen})"
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {name: bale-bale/dipan, id: bale_bale_dipan, DIPAKAI_UNTUK: [warung atau dapur]})",null,null
"(:Node:BANGUNAN_RITUAL {name: bale-bale tempat memandikan mayat, id: bale_bale_tempat_memandikan_mayat})","[:DIKENAL_SEBAGAI {raw_relation: DIKENAL_SEBAGAI, sentence_id: 3330, confidence: MED}]","(:Node:SARANA_RITUAL {DILETAKKAN_DI: [halaman rumah], BERFUNGSI_SEBAGAI: [balai-balai alas ngringkes], aliases: [asagan, atas pepaga/asagan, dusa, pepaga atau asagan, pepaga/asagan], name: pepaga, id: pepaga, TERBUAT_DARI: [bambu, hitungan galir, hitungan galur, hitungan likah, hitungan wangke, hitungan wangkong]})"
"(:Node:BANGUNAN_RITUAL {name: bale-bale tempat memandikan mayat, id: bale_bale_tempat_memandikan_mayat})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {aliases: [balai-balai], name: bale-bale, id: bale_bale})"
"(:Node:BANGUNAN_RITUAL {name: bale banjar, id: bale_banjar})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})"
"(:Node:BANGUNAN_RITUAL {name: bale gede, id: bale_gede})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})"
"(:Node:BANGUNAN_RITUAL {DIKELILINGI_OLEH: [bade dengan jenazahnya sebanyak tiga kali], name: bale pamuunan, definition: tempat unsur jenazah bersangkutan, id: bale_pamuunan, DIHUNI: [lembu]})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})"
"(:Node:BANGUNAN_RITUAL {name: bale penusangan istilah denpasar, id: bale_penusangan_istilah_denpasar})",[:TERMASUK_JENIS],"(:Node:SARANA_RITUAL {DILETAKKAN_DI: [halaman rumah], BERFUNGSI_SEBAGAI: [balai-balai alas ngringkes], aliases: [asagan, atas pepaga/asagan, dusa, pepaga atau asagan, pepaga/asagan], name: pepaga, id: pepaga, TERBUAT_DARI: [bambu, hitungan galir, hitungan galur, hitungan likah, hitungan wangke, hitungan wangkong]})"
"(:Node:BANGUNAN_RITUAL {DILETAKKAN_DI: [sekitar empat atau lima meter di arah hulu dari tempat pembakaran jenazah], BERWUJUD: [rumah kecil sederhana], name: bale salunglung, DIBAWA_KE: [tempat pembakaran], definition: simbol pitraloka untuk tempat badan halus nya mendiang, id: bale_salunglung, DIBUAT_DI: [rumah]})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})"
"(:Node:BANGUNAN_RITUAL {aliases: [ruang bale semanggen], name: bale semanggen, id: bale_semanggen})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})"
"(:Node:ISTILAH_UMUM_RITUAL {name: bale tempat jenazah, id: bale_tempat_jenazah})",[:TERMASUK_JENIS],"(:Node:BANGUNAN_RITUAL {name: bale, id: bale, TERBUAT_DARI: [bambu]})"
